utc,elapsed_seconds,pid,paused,resumes,captures,rss_mib,vms_mib,private_mib,pagefile_mib,system_used_mib,system_available_mib,swap_used_mib,gpu_used_mib,gpu_total_mib,gdi_objects,user_objects,handles,threads,error_log_bytes,crash_directories
2026-08-12T13:19:11.767910+00:00,1590.922,5936,0,0,50,6065.258,9746.637,9746.637,9746.637,30851.707,1867.5,9902.906,4775,10240,119,83,1525,48,995,60
2026-08-12T13:19:41.189643+00:00,1620.344,5936,0,0,50,6091.734,9503.605,9503.605,9503.605,30887.543,1831.664,9888.391,4519,10240,119,83,1525,48,995,60
2026-08-12T13:20:11.839693+00:00,1650.985,5936,0,0,50,6097.359,9815.586,9815.586,9815.586,30863.941,1855.266,9888.34,4769,10240,119,83,1527,48,995,60
2026-08-12T13:20:41.475424+00:00,1680.641,5936,0,0,51,6068.953,9783.383,9783.383,9783.383,30866.297,1852.91,9888.301,4769,10240,119,83,1523,48,995,60
2026-08-12T13:21:10.979498+00:00,1710.141,5936,0,0,51,6096.961,9799.738,9799.738,9799.738,31156.621,1562.586,9887.305,4769,10240,119,83,1525,48,995,60
2026-08-12T13:21:41.835004+00:00,1740.985,5936,0,0,51,6089.594,9533.992,9533.992,9533.992,31073.938,1645.27,9915.32,4513,10240,119,83,1523,48,995,60
2026-08-12T13:22:11.236327+00:00,1770.391,5936,0,0,51,6097.723,9802.625,9802.625,9802.625,31041.637,1677.57,9915.312,4769,10240,119,83,1523,48,995,60
2026-08-12T13:22:42.129678+00:00,1801.282,5936,0,0,52,6091.5,9777.062,9777.062,9777.062,31126.738,1592.469,9915.277,4769,10240,119,83,1527,48,995,60
2026-08-12T13:23:11.566967+00:00,1830.719,5936,0,0,52,6077.332,9968.465,9968.465,9968.465,31104.438,1614.77,9915.27,4769,10240,119,83,1527,48,995,60
2026-08-12T13:23:40.967790+00:00,1860.141,5936,0,0,52,6074.438,9747.965,9747.965,9747.965,31045.199,1674.008,9913.453,4513,10240,119,83,1523,48,995,60
2026-08-12T13:24:11.658238+00:00,1890.813,5936,0,0,52,6065.645,9509.98,9509.98,9509.98,31066.363,1652.844,9913.43,4513,10240,119,83,1525,48,995,60
2026-08-12T13:24:41.223626+00:00,1920.391,5936,0,0,53,6070.59,9521.656,9521.656,9521.656,31067.254,1651.953,9913.41,4513,10240,119,83,1523,48,995,60
2026-08-12T13:25:11.988807+00:00,1951.141,5936,0,0,53,6051.305,9496.969,9496.969,9496.969,31735.438,983.77,9913.41,4513,10240,119,83,1527,48,995,60
2026-08-12T13:25:41.468473+00:00,1980.625,5936,0,0,53,6058.59,9505.344,9505.344,9505.344,31148.918,1570.289,9926.793,4513,10240,119,83,1523,48,995,60
2026-08-12T13:26:10.864806+00:00,2010.016,5936,0,0,53,6061.152,9504.77,9504.77,9504.77,31370.199,1349.008,9874.418,4513,10240,119,83,1523,48,995,60
2026-08-12T13:26:41.716734+00:00,2040.875,5936,0,0,54,6061.371,9500.219,9500.219,9500.219,31379.586,1339.621,9874.418,4513,10240,119,83,1525,48,995,60
2026-08-12T13:27:11.127591+00:00,2070.297,5936,0,0,54,6067.73,9514.715,9514.715,9514.715,31393.469,1325.738,9874.414,4513,10240,119,83,1523,48,995,60
2026-08-12T13:27:41.842451+00:00,2101.0,5936,0,0,54,6132.422,9736.938,9736.938,9736.938,31576.227,1142.98,9874.199,4513,10240,119,83,1523,48,995,60
2026-08-12T13:28:11.254257+00:00,2130.422,5936,0,0,54,6087.344,9516.73,9516.73,9516.73,31428.707,1290.5,9874.199,4513,10240,119,83,1525,48,995,60
2026-08-12T13:28:42.117193+00:00,2161.266,5936,0,0,55,6085.719,9509.539,9509.539,9509.539,31413.164,1306.043,9874.199,4513,10240,119,83,1523,48,995,60
2026-08-12T13:29:11.536930+00:00,2190.704,5936,0,0,55,6077.441,9500.727,9500.727,9500.727,31385.613,1333.594,9874.191,4513,10240,119,83,1525,48,995,60
2026-08-12T13:29:40.950758+00:00,2220.11,5936,0,0,55,6088.891,9529.918,9529.918,9529.918,31403.691,1315.516,9874.176,4513,10240,119,83,1523,48,995,60
2026-08-12T13:30:11.696030+00:00,2250.86,5936,0,0,55,6078.551,9514.977,9514.977,9514.977,32075.422,643.785,9866.895,4513,10240,119,83,1525,48,995,60
2026-08-12T13:30:41.301864+00:00,2280.454,5936,0,0,56,6076.285,9514.477,9514.477,9514.477,31605.855,1113.352,9866.891,4513,10240,119,83,1525,48,995,60
2026-08-12T13:31:11.984296+00:00,2311.141,5936,0,0,56,6090.242,9526.418,9526.418,9526.418,31577.168,1142.039,9866.863,4513,10240,119,83,1525,48,995,60
2026-08-12T13:31:41.392612+00:00,2340.547,5936,0,0,56,6078.234,9516.535,9516.535,9516.535,31587.672,1131.535,9866.758,4513,10240,119,83,1525,48,995,60
2026-08-12T13:32:12.070496+00:00,2371.219,5936,0,0,56,6130.301,9778.273,9778.273,9778.273,31624.309,1094.898,9866.746,4513,10240,119,83,1523,48,995,60
